user_id,unique_categories,unique_skus,count_conversions,sum_revenue,recency,frequency,country,state,gender,age,churn_label,feature_window_start,feature_window_end,label_window_end,window_length_days,churn_probability
user_9044,6,23,23,809.48,1,7.782608695652174,country_x,state_14,male,23,0,2024-03-01,2024-09-01,2024-11-01,184,0.498524071509459
user_9045,6,22,23,852.17,9,7.217391304347826,country_x,state_4,female,27,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9046,4,19,20,757.81,3,8.75,country_x,state_10,male,54,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9047,1,2,2,140.62,36,53.5,country_x,state_8,male,29,0,2024-03-01,2024-09-01,2024-11-01,184,0.4996368821899596
user_9048,6,11,11,338.39,19,12.636363636363637,country_x,state_8,female,61,1,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9049,5,14,14,417.88,25,10.071428571428571,country_x,state_10,female,34,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9035,6,22,22,880.85,4,7.409090909090909,country_x,state_4,female,35,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_905,3,14,14,501.75,37,9.357142857142858,country_x,state_3,female,55,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9034,5,18,19,638.03,12,8.789473684210526,country_x,state_12,female,70,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9031,2,3,3,87.62,18,49.666666666666664,country_x,state_8,male,35,1,2024-03-01,2024-09-01,2024-11-01,184,0.4993099622678824
user_9018,3,3,3,108.92,49,6.0,country_x,state_4,female,66,0,2024-03-01,2024-09-01,2024-11-01,184,0.49933374728679836
user_9019,5,9,9,280.68,8,19.11111111111111,country_x,state_6,male,27,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_902,7,15,15,540.31,31,9.8,country_x,state_1,male,29,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9020,3,4,5,187.02,11,25.8,country_x,state_14,female,60,0,2024-03-01,2024-09-01,2024-11-01,184,0.4993099622678824
user_9021,3,3,3,179.33,26,40.0,country_x,state_11,male,62,0,2024-03-01,2024-09-01,2024-11-01,184,0.4993099622678824
user_9022,2,3,3,109.00999999999999,41,40.0,country_x,state_3,female,46,0,2024-03-01,2024-09-01,2024-11-01,184,0.4993099622678824
user_9023,4,8,8,246.43,25,18.0,country_x,state_7,female,59,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_9024,6,11,11,438.96999999999997,22,10.727272727272727,country_x,state_2,male,63,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9025,4,7,7,281.65999999999997,18,22.285714285714285,country_x,state_12,female,49,0,2024-03-01,2024-09-01,2024-11-01,184,0.4988705675187904
user_9026,5,15,16,514.09,6,10.9375,country_x,state_8,male,30,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9027,4,13,13,441.93,3,13.153846153846153,country_x,state_13,female,48,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9028,6,18,19,551.8299999999999,6,8.947368421052632,country_x,state_7,male,21,0,2024-03-01,2024-09-01,2024-11-01,184,0.498524071509459
user_9029,5,18,18,724.61,9,9.055555555555555,country_x,state_12,others,69,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_903,5,10,11,391.01,23,13.181818181818182,country_x,state_6,male,21,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857413894341995
user_9030,6,11,11,371.82,5,14.727272727272727,country_x,state_12,female,66,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9032,8,19,19,656.14,2,8.473684210526315,country_x,state_2,female,28,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9087,6,17,17,565.34,20,8.882352941176471,country_x,state_11,male,33,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9050,1,1,1,33.39,7,0.0,country_x,state_6,female,44,1,2024-03-01,2024-09-01,2024-11-01,184,0.5001141707910873
user_9052,5,11,11,518.83,4,16.181818181818183,country_x,state_9,female,70,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9071,1,1,1,39.79,106,0.0,country_x,state_11,female,49,1,2024-03-01,2024-09-01,2024-11-01,184,0.5001141707910873
user_9072,4,9,9,407.41999999999996,23,13.11111111111111,country_x,state_2,female,54,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_9073,3,9,9,245.77,6,15.666666666666666,country_x,state_3,female,44,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_9074,4,15,15,488.07,14,11.2,country_x,state_8,female,49,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9075,3,8,8,216.94,24,18.625,country_x,state_15,male,59,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_9076,6,19,19,691.14,4,8.894736842105264,country_x,state_1,female,28,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9077,7,21,21,640.41,3,8.095238095238095,country_x,state_4,female,58,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9078,2,4,4,155.94,11,26.0,country_x,state_7,female,30,0,2024-03-01,2024-09-01,2024-11-01,184,0.4993099622678824
user_9079,5,6,6,117.24,5,14.166666666666666,country_x,state_5,female,52,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_908,3,8,8,296.39,8,21.125,country_x,state_9,male,53,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_9080,7,12,12,395.44,8,13.583333333333334,country_x,state_2,male,34,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9081,8,20,21,781.73,14,8.047619047619047,country_x,state_1,male,47,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9082,6,15,15,635.86,7,11.4,country_x,state_6,female,35,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9083,6,11,11,425.47,12,15.272727272727273,country_x,state_13,male,54,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9084,6,12,12,445.58,6,14.833333333333334,country_x,state_13,female,65,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9070,2,6,6,195.86,36,16.166666666666668,country_x,state_3,male,47,1,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_9051,4,6,6,222.41,2,25.666666666666668,country_x,state_8,female,19,0,2024-03-01,2024-09-01,2024-11-01,184,0.4988542837632597
user_907,3,8,8,278.66999999999996,4,21.375,country_x,state_4,female,56,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_9068,8,21,21,784.38,8,8.333333333333334,country_x,state_15,female,62,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9053,4,13,14,546.8,11,11.928571428571429,country_x,state_5,male,42,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9054,3,5,5,219.95,62,20.2,country_x,state_1,male,63,0,2024-03-01,2024-09-01,2024-11-01,184,0.4993318613209167
user_9055,4,11,11,393.18,10,15.545454545454545,country_x,state_1,female,61,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9056,4,7,7,176.54,27,18.857142857142858,country_x,state_2,female,45,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_9057,5,14,15,744.0600000000001,6,11.266666666666667,country_x,state_2,female,62,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9058,7,26,27,1049.74,22,5.814814814814815,country_x,state_5,male,54,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_9059,7,27,27,1022.99,3,6.703703703703703,country_x,state_7,male,54,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_906,7,13,15,546.7,5,11.666666666666666,country_x,state_11,female,60,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9061,7,19,19,496.85,19,7.947368421052632,country_x,state_15,female,22,0,2024-03-01,2024-09-01,2024-11-01,184,0.498524071509459
user_9062,4,7,7,262.52,21,13.142857142857142,country_x,state_4,female,36,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_9063,7,25,25,820.68,4,7.12,country_x,state_13,female,21,0,2024-03-01,2024-09-01,2024-11-01,184,0.49850962749640515
user_9064,6,11,11,412.32,15,13.0,country_x,state_4,male,56,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9065,6,12,13,461.11,16,12.384615384615385,country_x,state_14,female,66,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9066,3,4,4,125.66999999999999,64,23.75,country_x,state_14,female,60,1,2024-03-01,2024-09-01,2024-11-01,184,0.4993099622678824
user_9067,4,13,16,544.45,23,9.375,country_x,state_11,male,55,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9069,5,12,12,383.21,16,13.5,country_x,state_10,male,61,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_8880,5,13,13,393.06,19,11.0,country_x,state_8,male,39,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9436,3,4,4,109.2,10,43.5,country_x,state_7,male,67,0,2024-03-01,2024-09-01,2024-11-01,184,0.4993099622678824
user_9438,7,18,19,801.82,5,8.789473684210526,country_x,state_11,male,24,0,2024-03-01,2024-09-01,2024-11-01,184,0.498524071509459
user_981,4,15,16,532.25,1,10.0,country_x,state_6,male,18,0,2024-03-01,2024-09-01,2024-11-01,184,0.498524071509459
user_9810,4,9,9,259.17,27,16.77777777777778,country_x,state_13,female,39,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_9811,4,7,7,186.79999999999998,8,17.571428571428573,country_x,state_9,male,53,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_9812,5,9,9,249.21,21,17.88888888888889,country_x,state_6,female,27,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_9814,2,2,2,100.50999999999999,29,11.0,country_x,state_5,female,52,0,2024-03-01,2024-09-01,2024-11-01,184,0.499534638684544
user_9815,6,14,14,698.5500000000001,7,12.142857142857142,country_x,state_5,female,46,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9809,5,22,23,709.4300000000001,11,7.217391304347826,country_x,state_10,female,62,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9816,3,3,3,159.36,117,10.0,country_x,state_13,female,22,0,2024-03-01,2024-09-01,2024-11-01,184,0.49933623731795024
user_9819,5,23,23,818.07,23,6.6521739130434785,country_x,state_6,male,32,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_982,6,11,11,316.77,25,11.363636363636363,country_x,state_12,female,70,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9820,6,16,16,473.01,3,10.875,country_x,state_11,male,47,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9821,8,21,21,694.91,3,7.761904761904762,country_x,state_1,female,43,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9822,5,12,12,371.52,46,11.416666666666666,country_x,state_15,female,40,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9823,4,5,5,204.37,45,27.4,country_x,state_15,female,56,0,2024-03-01,2024-09-01,2024-11-01,184,0.4993099622678824
user_9818,7,10,10,401.5,3,16.5,country_x,state_2,female,68,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9808,5,20,20,771.35,8,8.5,country_x,state_3,female,61,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9807,6,23,25,1008.1800000000001,4,7.04,country_x,state_10,female,40,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_9806,5,18,18,668.44,10,9.666666666666666,country_x,state_8,female,32,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9792,7,26,26,875.5,15,6.153846153846154,country_x,state_8,female,61,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_9793,7,19,20,730.7,6,8.9,country_x,state_14,male,59,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9794,6,14,14,477.88,6,12.642857142857142,country_x,state_6,male,67,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9796,7,18,19,778.05,5,9.157894736842104,country_x,state_3,female,45,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9797,6,15,15,478.21000000000004,14,9.066666666666666,country_x,state_7,female,48,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9798,5,15,15,509.75,9,11.266666666666667,country_x,state_3,female,61,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9799,6,17,18,634.11,14,9.11111111111111,country_x,state_11,female,41,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_98,6,11,11,387.47,22,13.909090909090908,country_x,state_7,female,37,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_980,6,19,20,814.57,17,8.2,country_x,state_12,female,70,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9800,4,8,8,224.34,15,16.375,country_x,state_7,female,50,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_9801,6,22,24,874.48,7,7.0,country_x,state_5,female,56,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_9802,5,13,13,608.88,17,11.846153846153847,country_x,state_4,male,29,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9803,6,17,18,531.69,1,9.61111111111111,country_x,state_3,male,56,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9804,2,2,2,46.489999999999995,37,60.0,country_x,state_8,female,26,0,2024-03-01,2024-09-01,2024-11-01,184,0.4999558058922786
user_9805,6,20,21,807.5699999999999,10,7.761904761904762,country_x,state_4,female,69,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9824,5,12,12,471.78,21,13.0,country_x,state_14,male,46,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9825,5,17,17,666.68,21,6.9411764705882355,country_x,state_7,female,39,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_9827,4,13,14,459.62,2,12.714285714285714,country_x,state_5,female,65,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9828,6,12,14,524.59,33,10.714285714285714,country_x,state_4,female,64,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9846,4,9,9,575.4300000000001,1,18.88888888888889,country_x,state_11,female,58,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987920377379059
user_9847,4,12,12,463.71,4,14.666666666666666,country_x,state_15,female,36,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9848,5,12,12,326.55,13,10.916666666666666,country_x,state_11,male,51,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9849,6,17,17,692.35,4,10.411764705882353,country_x,state_2,female,56,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_985,4,11,12,437.94,4,14.833333333333334,country_x,state_12,female,65,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9850,5,13,13,555.82,11,12.923076923076923,country_x,state_9,female,60,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9851,7,27,28,877.71,4,6.392857142857143,country_x,state_10,female,40,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_9852,2,2,2,67.99000000000001,5,43.0,country_x,state_3,female,30,1,2024-03-01,2024-09-01,2024-11-01,184,0.4999558058922786
user_9853,1,1,1,50.08,114,0.0,country_x,state_4,male,59,1,2024-03-01,2024-09-01,2024-11-01,184,0.5001141707910873
user_9854,6,12,13,262.06,22,11.615384615384615,country_x,state_15,female,64,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9855,5,16,16,425.0,15,10.4375,country_x,state_5,female,70,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9856,4,8,8,255.79,31,16.125,country_x,state_14,female,56,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_9857,3,4,4,155.78,19,38.0,country_x,state_4,male,45,0,2024-03-01,2024-09-01,2024-11-01,184,0.4993099622678824
user_9858,2,2,2,83.71,11,57.0,country_x,state_4,female,23,0,2024-03-01,2024-09-01,2024-11-01,184,0.4999180790960661
user_9859,5,14,14,385.21999999999997,9,10.928571428571429,country_x,state_5,male,29,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9845,3,3,3,84.1,82,28.333333333333332,country_x,state_2,male,38,0,2024-03-01,2024-09-01,2024-11-01,184,0.4993099622678824
user_9791,1,1,1,13.41,53,0.0,country_x,state_4,male,22,1,2024-03-01,2024-09-01,2024-11-01,184,0.5001574450734633
user_9844,7,20,20,622.76,11,8.4,country_x,state_2,female,25,0,2024-03-01,2024-09-01,2024-11-01,184,0.498524071509459
user_9842,2,2,2,43.68,70,50.0,country_x,state_5,others,23,1,2024-03-01,2024-09-01,2024-11-01,184,0.4999180790960661
user_9829,7,16,16,647.43,15,8.875,country_x,state_9,female,35,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_983,5,8,8,203.59,16,11.375,country_x,state_13,male,43,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_9830,2,2,2,77.59,35,53.5,country_x,state_10,female,52,1,2024-03-01,2024-09-01,2024-11-01,184,0.4999558058922786
user_9831,5,15,15,518.21,6,11.666666666666666,country_x,state_1,female,63,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9832,4,19,19,614.3199999999999,13,8.157894736842104,country_x,state_11,female,50,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9833,4,6,6,226.81,5,25.833333333333332,country_x,state_15,male,24,0,2024-03-01,2024-09-01,2024-11-01,184,0.4988542837632597
user_9834,1,1,1,12.22,113,0.0,country_x,state_4,others,51,0,2024-03-01,2024-09-01,2024-11-01,184,0.5001141707910873
user_9835,5,13,13,544.48,1,11.153846153846153,country_x,state_3,male,27,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9836,4,8,8,300.06,29,19.25,country_x,state_6,male,41,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_9837,1,2,2,123.5,100,17.5,country_x,state_5,female,42,0,2024-03-01,2024-09-01,2024-11-01,184,0.499534638684544
user_9838,6,10,10,472.06,6,16.6,country_x,state_7,male,65,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9839,2,3,3,117.03,4,59.0,country_x,state_13,female,61,1,2024-03-01,2024-09-01,2024-11-01,184,0.4993099622678824
user_984,2,6,6,206.59,66,12.333333333333334,country_x,state_10,male,69,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_9840,3,3,3,61.81,55,38.666666666666664,country_x,state_1,female,44,1,2024-03-01,2024-09-01,2024-11-01,184,0.4993099622678824
user_9841,6,26,26,1058.17,3,6.576923076923077,country_x,state_13,female,67,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_9843,1,1,1,79.13,63,0.0,country_x,state_14,male,66,1,2024-03-01,2024-09-01,2024-11-01,184,0.5001141707910873
user_9790,2,4,4,156.93,23,34.25,country_x,state_12,male,59,1,2024-03-01,2024-09-01,2024-11-01,184,0.4993099622678824
user_979,5,13,13,389.19,9,13.384615384615385,country_x,state_9,female,49,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9789,5,8,8,241.53,2,21.125,country_x,state_12,female,63,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_9737,6,10,10,269.49,28,14.6,country_x,state_14,female,51,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9738,1,1,1,27.51,181,0.0,country_x,state_8,male,58,1,2024-03-01,2024-09-01,2024-11-01,184,0.5001141707910873
user_9739,6,20,22,723.27,17,7.363636363636363,country_x,state_13,male,45,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9740,7,14,14,330.29,1,12.928571428571429,country_x,state_4,female,26,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9741,4,13,14,507.62,14,11.928571428571429,country_x,state_7,male,61,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9742,6,11,12,450.9,10,13.583333333333334,country_x,state_6,male,48,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9743,7,24,24,985.36,16,6.666666666666667,country_x,state_8,female,62,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_9744,3,18,18,685.52,15,9.0,country_x,state_6,female,33,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9745,4,12,13,513.1899999999999,3,13.76923076923077,country_x,state_4,male,48,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9746,7,26,27,922.99,4,6.518518518518518,country_x,state_2,female,46,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_9747,5,7,7,274.09,24,21.428571428571427,country_x,state_7,female,30,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_9748,5,15,16,495.28000000000003,2,10.1875,country_x,state_11,male,40,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9749,5,27,27,960.9399999999999,3,6.666666666666667,country_x,state_15,male,31,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_975,6,17,17,610.26,14,9.411764705882353,country_x,state_1,male,58,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9750,4,17,17,711.73,4,10.058823529411764,country_x,state_13,female,56,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9736,7,26,27,962.79,1,6.7407407407407405,country_x,state_3,female,37,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_9751,3,4,4,99.66,46,28.0,country_x,state_11,male,19,1,2024-03-01,2024-09-01,2024-11-01,184,0.49932212485946437
user_9735,7,19,22,778.72,5,7.7272727272727275,country_x,state_9,female,35,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9733,1,1,1,21.84,9,0.0,country_x,state_13,female,68,1,2024-03-01,2024-09-01,2024-11-01,184,0.5001141707910873
user_972,5,5,5,202.97,21,18.2,country_x,state_9,female,65,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_9720,4,5,5,123.61999999999999,13,30.8,country_x,state_2,female,61,0,2024-03-01,2024-09-01,2024-11-01,184,0.4988705675187904
user_9721,4,11,11,301.9,20,14.181818181818182,country_x,state_7,female,43,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9722,3,4,4,187.07,56,13.25,country_x,state_1,female,44,1,2024-03-01,2024-09-01,2024-11-01,184,0.4993318613209167
user_9723,4,8,8,208.65,12,13.625,country_x,state_15,female,65,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_9724,2,3,3,150.03,82,21.333333333333332,country_x,state_3,female,34,0,2024-03-01,2024-09-01,2024-11-01,184,0.4993318613209167
user_9725,7,22,23,911.5699999999999,2,7.608695652173913,country_x,state_15,male,61,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9726,5,7,7,198.89000000000001,32,19.0,country_x,state_5,female,21,0,2024-03-01,2024-09-01,2024-11-01,184,0.4987348915080465
user_9727,5,15,15,431.94,16,10.4,country_x,state_14,female,34,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9728,5,11,12,410.59,2,13.416666666666666,country_x,state_12,male,50,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9729,7,18,18,680.38,16,9.055555555555555,country_x,state_14,male,47,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_973,4,6,6,225.73,76,14.833333333333334,country_x,state_15,female,56,1,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_9730,1,1,1,28.71,119,0.0,country_x,state_11,male,38,1,2024-03-01,2024-09-01,2024-11-01,184,0.5001141707910873
user_9731,3,6,6,207.62,14,27.166666666666668,country_x,state_6,male,34,0,2024-03-01,2024-09-01,2024-11-01,184,0.4988705675187904
user_9732,7,12,12,479.85,27,12.166666666666666,country_x,state_15,female,28,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_9734,6,14,14,446.61,2,10.928571428571429,country_x,state_9,female,47,0,2024-03-01,2024-09-01,2024-11-01,184,0.49857646401094424
user_986,6,8,8,277.48,55,13.5,country_x,state_8,female,29,1,2024-03-01,2024-09-01,2024-11-01,184,0.4987624126200979
user_9752,6,15,15,582.34,20,10.666666666666666,country_x,state_4,male,29,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9754,5,20,20,685.31,11,8.4,country_x,state_9,female,49,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9775,4,6,6,227.59,2,27.0,country_x,state_15,female,22,0,2024-03-01,2024-09-01,2024-11-01,184,0.4988542837632597
user_9776,6,28,28,907.77,7,6.321428571428571,country_x,state_4,female,25,0,2024-03-01,2024-09-01,2024-11-01,184,0.49850962749640515
user_9777,7,20,20,652.65,11,8.55,country_x,state_10,female,51,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9778,1,1,1,39.94,10,0.0,country_x,state_10,others,42,1,2024-03-01,2024-09-01,2024-11-01,184,0.5001141707910873
user_9779,7,26,27,897.02,2,5.62962962962963,country_x,state_4,male,44,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_978,5,23,24,738.47,11,7.083333333333333,country_x,state_8,male,33,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_9780,3,7,7,249.25,8,22.571428571428573,country_x,state_13,female,69,0,2024-03-01,2024-09-01,2024-11-01,184,0.4988705675187904
user_9781,4,13,13,513.17,2,13.76923076923077,country_x,state_12,male,69,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9782,7,24,24,925.2,1,7.333333333333333,country_x,state_14,male,24,0,2024-03-01,2024-09-01,2024-11-01,184,0.498524071509459
user_9783,7,18,18,770.38,32,7.555555555555555,country_x,state_9,female,53,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9784,2,3,3,63.269999999999996,40,45.0,country_x,state_15,female,49,0,2024-03-01,2024-09-01,2024-11-01,184,0.4993099622678824
user_9785,3,4,4,157.17,62,24.25,country_x,state_9,female,38,0,2024-03-01,2024-09-01,2024-11-01,184,0.4993099622678824
user_9786,1,3,3,129.57,63,31.666666666666668,country_x,state_7,female,64,0,2024-03-01,2024-09-01,2024-11-01,184,0.4993099622678824
user_9787,7,15,17,521.92,8,10.235294117647058,country_x,state_10,male,35,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9788,5,15,15,550.15,22,10.2,country_x,state_8,male,19,0,2024-03-01,2024-09-01,2024-11-01,184,0.498524071509459
user_9774,3,3,3,108.64,125,18.666666666666668,country_x,state_15,female,58,0,2024-03-01,2024-09-01,2024-11-01,184,0.4993318613209167
user_9753,6,24,24,866.14,5,6.333333333333333,country_x,state_13,female,45,0,2024-03-01,2024-09-01,2024-11-01,184,0.4985053425174119
user_9773,6,18,19,823.7,14,8.631578947368421,country_x,state_10,male,56,0,2024-03-01,2024-09-01,2024-11-01,184,0.49852097325875355
user_9770,6,18,18,778.38,24,8.88888888888889,country_x,state_5,male,21,0,2024-03-01,2024-09-01,2024-11-01,184,0.498524071509459
